Date,Open,High,Low,Close,Adj Close,Volume
2021-11-01,1677.5,1707.199951171875,1676.0,1700.050048828125,1682.2344970703125,3636806
2021-11-02,1695.0,1706.449951171875,1686.3499755859375,1697.9000244140625,1680.10693359375,3471772
2021-11-03,1709.0,1717.449951171875,1699.0,1702.5,1684.65869140625,3530713
2021-11-04,1715.0,1717.0,1705.0,1708.699951171875,1690.793701171875,483407
2021-11-08,1730.0,1741.0,1703.0,1737.5,1719.2919921875,5245903
2021-11-09,1734.75,1750.0,1726.0,1742.5,1724.239501953125,4016134
2021-11-10,1726.0,1750.949951171875,1721.949951171875,1740.1500244140625,1721.9141845703125,4780368
2021-11-11,1732.949951171875,1739.75,1709.0,1733.300048828125,1715.135986328125,4731349
2021-11-12,1743.0,1782.8499755859375,1738.050048828125,1780.199951171875,1761.54443359375,5069009
2021-11-15,1782.0999755859375,1800.0,1775.5,1787.1500244140625,1768.421630859375,4354074
2021-11-16,1790.0,1808.949951171875,1777.0,1792.300048828125,1773.5177001953125,6034233
2021-11-17,1792.550048828125,1802.0,1780.699951171875,1787.449951171875,1768.718505859375,4732492
2021-11-18,1781.5999755859375,1789.449951171875,1759.0,1779.4000244140625,1760.7529296875,4326924
2021-11-22,1784.0,1785.4000244140625,1751.1500244140625,1759.4000244140625,1740.9625244140625,6621839
2021-11-23,1735.0999755859375,1747.25,1710.0,1736.9000244140625,1718.6982421875,8436160
2021-11-24,1740.0,1740.5,1688.0,1696.0,1678.226806640625,7333061
2021-11-25,1700.0,1726.199951171875,1696.949951171875,1722.4000244140625,1704.3502197265625,4476260
2021-11-26,1702.550048828125,1718.3499755859375,1684.0,1691.6500244140625,1673.9224853515625,4494181
2021-11-29,1691.0,1712.0,1669.1500244140625,1696.3499755859375,1678.5731201171875,3942776
2021-11-30,1704.550048828125,1729.9000244140625,1700.050048828125,1712.6500244140625,1694.702392578125,14808963
2021-12-01,1715.0,1741.9000244140625,1713.0,1714.9000244140625,1696.9288330078125,5193264
2021-12-02,1715.0,1750.5,1711.3499755859375,1748.25,1729.9293212890625,5559574
2021-12-03,1771.0999755859375,1786.6500244140625,1732.550048828125,1735.550048828125,1717.3624267578125,6754012
2021-12-06,1730.0,1733.949951171875,1691.5,1695.300048828125,1677.5341796875,3991449
2021-12-07,1701.0999755859375,1724.9000244140625,1694.0,1711.6500244140625,1693.712890625,4202122
2021-12-08,1733.0,1759.800048828125,1732.5999755859375,1753.3499755859375,1734.975830078125,3029169
2021-12-09,1759.0,1769.4000244140625,1742.0,1763.449951171875,1744.969970703125,2082171
2021-12-10,1760.0,1763.75,1746.0,1759.25,1740.8140869140625,1823469
2021-12-13,1767.050048828125,1771.3499755859375,1738.800048828125,1744.6500244140625,1726.3670654296875,4040584
2021-12-14,1730.9000244140625,1763.0,1710.3499755859375,1752.1500244140625,1733.7884521484375,4768144
2021-12-15,1745.0,1747.949951171875,1721.199951171875,1734.199951171875,1716.0264892578125,3053149
2021-12-16,1762.6500244140625,1777.5999755859375,1758.0,1771.5999755859375,1753.0345458984375,4481031
2021-12-17,1820.0,1842.0,1806.75,1820.8499755859375,1801.7684326171875,18887243
2021-12-20,1801.699951171875,1829.6500244140625,1787.300048828125,1798.9000244140625,1780.048583984375,5773891
2021-12-21,1801.0,1838.0,1801.0,1811.5999755859375,1792.6153564453125,5353584
2021-12-22,1825.0,1829.1500244140625,1812.3499755859375,1824.699951171875,1805.578125,4156428
2021-12-23,1831.25,1861.5999755859375,1827.0,1857.5999755859375,1838.13330078125,4112933
